"H, A/m","Upper B, T","Lower B, T"
-986.5397307946159,-0.48037347197658187,-0.4806569733095043
-986.4597291945839,-0.4803719234661548,-0.4806554839817506
-986.3797275945519,-0.4803703747119541,-0.48065399442406453
-986.2997259945199,-0.4803688257139221,-0.48065250463639286
-986.2197243944879,-0.4803672764720012,-0.4806510146186824
-986.1397227944559,-0.480365726986134,-0.4806495243708799
-986.0597211944239,-0.4803641772562627,-0.48064803389293176
-985.9797195943919,-0.48036262728232965,-0.48064654318478495
-985.8997179943599,-0.4803610770642773,-0.4806450522463861
-985.8197163943279,-0.48035952660204784,-0.4806435610776818
-985.7397147942959,-0.48035797589558366,-0.4806420696786186
-985.6597131942639,-0.48035642494482705,-0.48064057804914323
-985.5797115942319,-0.4803548737497203,-0.48063908618920237
-985.4997099941999,-0.4803533223102056,-0.4806375940987425
-985.4197083941679,-0.4803517706262252,-0.4806361017777101
-985.3397067941359,-0.48035021869772127,-0.4806346092260518
-985.2597051941038,-0.4803486665246361,-0.4806331164437142
-985.1797035940718,-0.48034711410691183,-0.4806316234306438
-985.0997019940398,-0.4803455614444906,-0.48063013018678696
-985.0197003940078,-0.4803440085373145,-0.4806286367120903
-984.9396987939759,-0.4803424553853258,-0.4806271430065004
-984.8596971939439,-0.48034090198846646,-0.48062564906996336
-984.7796955939119,-0.48033934834667863,-0.4806241549024259
-984.6996939938799,-0.4803377944599043,-0.4806226605038344
-984.6196923938479,-0.4803362403280857,-0.4806211658741352
-984.5396907938159,-0.4803346859511647,-0.48061967101327463
-984.4596891937839,-0.48033313132908334,-0.48061817592119915
-984.3796875937519,-0.4803315764617837,-0.4806166805978552
-984.2996859937199,-0.4803300213492076,-0.480615185043189
-984.2196843936879,-0.4803284659912972,-0.48061368925714676
-984.1396827936559,-0.48032691038799424,-0.4806121932396749
-984.0596811936239,-0.48032535453924075,-0.48061069699071984
-983.9796795935919,-0.48032379844497863,-0.4806092005102277
-983.8996779935599,-0.48032224210514973,-0.4806077037981446
-983.8196763935279,-0.4803206855196959,-0.48060620685441696
-983.7396747934959,-0.4803191286885591,-0.4806047096789911
-983.6596731934638,-0.48031757161168104,-0.480603212271813
-983.5796715934318,-0.4803160142890036,-0.4806017146328289
-983.4996699933998,-0.4803144567204685,-0.48060021676198494
-983.4196683933678,-0.4803128989060176,-0.4805987186592275
-983.3396667933358,-0.48031134084559257,-0.48059722032450247
-983.2596651933038,-0.4803097825391352,-0.480595721757756
-983.1796635932718,-0.48030822398658723,-0.4805942229589342
-983.0996619932399,-0.48030666518789034,-0.48059272392798336
-983.0196603932079,-0.48030510614298616,-0.4805912246648492
-982.9396587931759,-0.4803035468518165,-0.480589725169478
-982.8596571931439,-0.4803019873143228,-0.48058822544181584
-982.7796555931119,-0.4803004275304468,-0.4805867254818086
-982.6996539930799,-0.4802988675001301,-0.4805852252894023
-982.6196523930479,-0.4802973072233143,-0.48058372486454287
-982.5396507930159,-0.480295746699941,-0.4805822242071765
-982.4596491929839,-0.4802941859299517,-0.480580723317249
-982.3796475929519,-0.48029262491328795,-0.48057922219470617
-982.2996459929199,-0.4802910636498912,-0.4805777208394941
-982.2196443928879,-0.4802895021397031,-0.48057621925155874
-982.1396427928559,-0.48028794038266504,-0.48057471743084595
-982.0596411928238,-0.48028637837871846,-0.48057321537730135
-981.9796395927918,-0.48028481612780477,-0.48057171309087104
-981.8996379927598,-0.4802832536298655,-0.4805702105715009
-981.8196363927278,-0.480281690884842,-0.4805687078191366
-981.7396347926958,-0.4802801278926757,-0.4805672048337239
-981.6596331926638,-0.4802785646533079,-0.4805657016152087
-981.5796315926318,-0.48027700116668,-0.48056419816353674
-981.4996299925998,-0.48027543743273327,-0.4805626944786538
-981.4196283925678,-0.4802738734514091,-0.4805611905605055
-981.3396267925358,-0.48027230922264874,-0.4805596864090376
-981.2596251925039,-0.4802707447463935,-0.48055818202419603
-981.1796235924719,-0.4802691800225845,-0.4805566774059261
-981.0996219924399,-0.48026761505116317,-0.4805551725541737
-981.0196203924079,-0.48026604983207066,-0.48055366746888445
-980.9396187923759,-0.4802644843652481,-0.48055216215000396
-980.8596171923439,-0.4802629186506368,-0.4805506565974778
-980.7796155923119,-0.4802613526881778,-0.4805491508112516
-980.6996139922799,-0.4802597864778123,-0.48054764479127104
-980.6196123922479,-0.4802582200194815,-0.48054613853748157
-980.5396107922159,-0.48025665331312634,-0.4805446320498287
-980.4596091921838,-0.4802550863586881,-0.48054312532825805
-980.3796075921518,-0.48025351915610764,-0.4805416183727152
-980.2996059921198,-0.4802519517053262,-0.4805401111831456
-980.2196043920878,-0.4802503840062847,-0.48053860375949453
-980.1396027920558,-0.4802488160589242,-0.48053709610170764
-980.0596011920238,-0.48024724786318573,-0.4805355882097304
-979.9795995919918,-0.4802456794190102,-0.4805340800835083
-979.8995979919598,-0.48024411072633855,-0.4805325717229864
-979.8195963919278,-0.48024254178511183,-0.48053106312811045
-979.7395947918958,-0.4802409725952709,-0.48052955429882577
-979.6595931918638,-0.48023940315675656,-0.4805280452350777
-979.5795915918318,-0.4802378334695099,-0.4805265359368114
-979.4995899917998,-0.4802362635334716,-0.4805250264039724
-979.4195883917679,-0.4802346933485826,-0.48052351663650605
-979.3395867917359,-0.48023312291478376,-0.4805220066343574
-979.2595851917039,-0.4802315522320158,-0.4805204963974719
-979.1795835916719,-0.48022998130021954,-0.4805189859257949
-979.0995819916399,-0.48022841011933576,-0.4805174752192715
-979.0195803916079,-0.4802268386893052,-0.4805159642778469
-978.9395787915759,-0.4802252670100686,-0.48051445310146634
-978.8595771915438,-0.4802236950815667,-0.48051294169007513
-978.7795755915118,-0.48022212290374017,-0.48051143004361835
-978.6995739914798,-0.4802205504765297,-0.480509918162041
-978.6195723914478,-0.48021897779987593,-0.4805084060452885
-978.5395707914158,-0.4802174048737195,-0.48050689369330585
-978.4595691913838,-0.480215831698001,-0.4805053811060382
-978.3795675913518,-0.4802142582726612,-0.48050386828343045
-978.2995659913198,-0.48021268459764044,-0.48050235522542784
-978.2195643912878,-0.4802111106728794,-0.4805008419319755
-978.1395627912558,-0.48020953649831866,-0.4804993284030184
-978.0595611912238,-0.4802079620738987,-0.4804978146385014
-977.9795595911918,-0.48020638739956,-0.4804963006383696
-977.8995579911598,-0.48020481247524316,-0.48049478640256815
-977.8195563911278,-0.4802032373008885,-0.48049327193104185
-977.7395547910958,-0.4802016618764366,-0.48049175722373566
-977.6595531910638,-0.4802000862018278,-0.48049024228059445
-977.5795515910319,-0.48019851027700255,-0.48048872710156343
-977.4995499909999,-0.48019693410190123,-0.48048721168658715
-977.4195483909679,-0.48019535767646426,-0.48048569603561064
-977.3395467909359,-0.480193781000632,-0.4804841801485789
-977.2595451909039,-0.48019220407434465,-0.4804826640254366
-977.1795435908718,-0.4801906268975427,-0.48048114766612854
-977.0995419908398,-0.48018904947016633,-0.48047963107059966
-977.0195403908078,-0.48018747179215593,-0.4804781142387948
-976.9395387907758,-0.4801858938634517,-0.4804765971706586
-976.8595371907438,-0.48018431568399383,-0.4804750798661358
-976.7795355907118,-0.48018273725372257,-0.4804735623251712
-976.6995339906798,-0.4801811585725782,-0.48047204454770964
-976.6195323906478,-0.48017957964050084,-0.4804705265336958
-976.5395307906158,-0.4801780004574307,-0.4804690082830742
-976.4595291905838,-0.4801764210233079,-0.4804674897957896
-976.3795275905518,-0.48017484133807253,-0.48046597107178685
-976.2995259905198,-0.4801732614016647,-0.4804644521110104
-976.2195243904878,-0.4801716812140246,-0.4804629329134048
-976.1395227904558,-0.4801701007750922,-0.48046141347891475
-976.0595211904238,-0.4801685200848076,-0.480459893807485
-975.9795195903919,-0.4801669391431108,-0.48045837389905993
-975.8995179903598,-0.48016535794994186,-0.4804568537535841
-975.8195163903279,-0.4801637765052408,-0.48045533337100216
-975.7395147902957,-0.48016219480894745,-0.48045381275125854
-975.6595131902639,-0.4801606128610019,-0.4804522918942978
-975.5795115902317,-0.4801590306613441,-0.4804507708000643
-975.4995099901998,-0.4801574482099138,-0.4804492494685027
-975.4195083901677,-0.48015586550665107,-0.48044772789955736
-975.3395067901358,-0.4801542825514958,-0.4804462060931727
-975.2595051901037,-0.4801526993443877,-0.48044468404929314
-975.1795035900718,-0.4801511158852667,-0.48044316176786306
-975.0995019900397,-0.4801495321740727,-0.48044163924882693
-975.0195003900078,-0.48014794821074536,-0.48044011649212903
-974.9394987899757,-0.48014636399522453,-0.48043859349771373
-974.8594971899438,-0.48014477952745,-0.4804370702655254
-974.7794955899119,-0.48014319480736145,-0.4804355467955083
-974.6994939898798,-0.4801416098348987,-0.48043402308760674
-974.6194923898479,-0.4801400246100013,-0.48043249914176506
-974.5394907898158,-0.4801384391326092,-0.4804309749579274
-974.4594891897839,-0.48013685340266177,-0.4804294505360381
-974.3794875897518,-0.4801352674200989,-0.4804279258760414
-974.2994859897199,-0.48013368118486005,-0.48042640097788136
-974.2194843896878,-0.48013209469688495,-0.48042487584150234
-974.1394827896559,-0.4801305079561131,-0.4804233504668485
-974.0594811896237,-0.48012892096248416,-0.48042182485386387
-973.9794795895918,-0.48012733371593763,-0.48042029900249267
-973.8994779895597,-0.480125746216413,-0.48041877291267904
-973.8194763895278,-0.4801241584638499,-0.4804172465843671
-973.7394747894957,-0.4801225704581878,-0.4804157200175008
-973.6594731894638,-0.48012098219936605,-0.48041419321202444
-973.5794715894317,-0.48011939368732426,-0.48041266616788186
-973.4994699893998,-0.4801178049220018,-0.4804111388850172
-973.4194683893677,-0.4801162159033381,-0.4804096113633744
-973.3394667893358,-0.4801146266312726,-0.48040808360289755
-973.2594651893037,-0.48011303710574454,-0.48040655560353057
-973.1794635892718,-0.4801114473266934,-0.48040502736521745
-973.0994619892397,-0.48010985729405853,-0.4804034988879021
-973.0194603892078,-0.4801082670077792,-0.4804019701715286
-972.9394587891759,-0.48010667646779476,-0.48040044121604064
-972.8594571891438,-0.4801050856740445,-0.48039891202138224
-972.7794555891119,-0.48010349462646756,-0.48039738258749726
-972.6994539890798,-0.4801019033250033,-0.4803958529143295
-972.6194523890479,-0.48010031176959095,-0.48039432300182294
-972.5394507890157,-0.4800987199601696,-0.48039279284992126
-972.4594491889839,-0.48009712789667863,-0.48039126245856834
-972.3794475889517,-0.48009553557905704,-0.48038973182770794
-972.2994459889198,-0.48009394300724406,-0.48038820095728385
-972.2194443888877,-0.48009235018117874,-0.4803866698472398
-972.1394427888558,-0.4800907571008003,-0.48038513849751957
-972.0594411888237,-0.4800891637660477,-0.4803836069080668
-971.9794395887918,-0.48008757017686016,-0.4803820750788253
-971.8994379887597,-0.4800859763331766,-0.48038054300973865
-971.8194363887278,-0.48008438223493616,-0.48037901070075056
-971.7394347886957,-0.4800827878820777,-0.4803774781518047
-971.6594331886638,-0.48008119327454035,-0.48037594536284467
-971.5794315886317,-0.48007959841226305,-0.48037441233381406
-971.4994299885998,-0.48007800329518474,-0.48037287906465653
-971.4194283885677,-0.48007640792324435,-0.4803713455553156
-971.3394267885358,-0.48007481229638077,-0.48036981180573485
-971.2594251885039,-0.48007321641453293,-0.48036827781585784
-971.1794235884718,-0.48007162027763967,-0.48036674358562803
-971.0994219884399,-0.4800700238856399,-0.480365209114989
-971.0194203884078,-0.48006842723847243,-0.48036367440388417
-970.9394187883759,-0.48006683033607606,-0.4803621394522571
-970.8594171883437,-0.4800652331783896,-0.48036060426005117
-970.7794155883118,-0.4800636357653518,-0.48035906882720986
-970.6994139882797,-0.48006203809690146,-0.4803575331536765
-970.6194123882478,-0.48006044017297733,-0.4803559972393946
-970.5394107882157,-0.48005884199351806,-0.4803544610843075
-970.4594091881838,-0.4800572435584624,-0.48035292468835855
-970.3794075881517,-0.480055644867749,-0.48035138805149113
-970.2994059881198,-0.48005404592131656,-0.48034985117364853
-970.2194043880877,-0.48005244671910363,-0.4803483140547741
-970.1394027880558,-0.48005084726104896,-0.4803467766948111
-970.0594011880237,-0.48004924754709105,-0.4803452390937028
-969.9793995879918,-0.48004764757716856,-0.4803437012513925
-969.8993979879597,-0.48004604735122,-0.48034216316782335
-969.8193963879278,-0.48004444686918385,-0.48034062484293866
-969.7393947878957,-0.48004284613099873,-0.48033908627668165
-969.6593931878638,-0.4800412451366031,-0.48033754746899543
-969.5793915878317,-0.4800396438859355,-0.4803360084198232
-969.4993899877998,-0.4800380423789343,-0.48033446912910815
-969.4193883877679,-0.480036440615538,-0.4803329295967934
-969.3393867877357,-0.480034838595685,-0.480331389822822
-969.2593851877039,-0.48003323631931377,-0.4803298498071371
-969.1793835876717,-0.4800316337863626,-0.48032830954968175
-969.0993819876398,-0.4800300309967699,-0.48032676905039906
-969.0193803876077,-0.480028427950474,-0.480325228309232
-968.9393787875758,-0.48002682464741325,-0.48032368732612374
-968.8593771875437,-0.48002522108752593,-0.4803221461010171
-968.7793755875118,-0.4800236172707503,-0.4803206046338552
-968.6993739874797,-0.4800220131970247,-0.48031906292458093
-968.6193723874478,-0.48002040886628733,-0.48031752097313735
-968.5393707874157,-0.48001880427847643,-0.48031597877946725
-968.4593691873838,-0.48001719943353016,-0.4803144363435137
-968.3793675873517,-0.48001559433138674,-0.48031289366521945
-968.2993659873198,-0.4800139889719844,-0.4803113507445275
-968.2193643872877,-0.48001238335526114,-0.4803098075813807
-968.1393627872558,-0.4800107774811552,-0.48030826417572187
-968.0593611872237,-0.48000917134960464,-0.4803067205274938
-967.9793595871918,-0.4800075649605476,-0.4803051766366394
-967.8993579871596,-0.4800059583139221,-0.4803036325031014
-967.8193563871278,-0.4800043514096662,-0.4803020881268225
-967.7393547870956,-0.48000274424771794,-0.4803005435077456
-967.6593531870637,-0.48000113682801526,-0.4802989986458133
-967.5793515870319,-0.47999952915049626,-0.4802974535409685
-967.4993499869997,-0.4799979212150988,-0.4802959081931537
-967.4193483869678,-0.47999631302176093,-0.48029436260231173
-967.3393467869357,-0.4799947045704205,-0.4802928167683852
-967.2593451869038,-0.4799930958610154,-0.4802912706913168
-967.1793435868717,-0.47999148689348364,-0.48028972437104905
-967.0993419868398,-0.47998987766776297,-0.4802881778075247
-967.0193403868077,-0.47998826818379126,-0.48028663100068625
-966.9393387867758,-0.4799866584415064,-0.4802850839504763
-966.8593371867437,-0.4799850484408461,-0.4802835366568375
-966.7793355867118,-0.4799834381817482,-0.4802819891197122
-966.6993339866797,-0.4799818276641505,-0.4802804413390431
-966.6193323866478,-0.4799802168879907,-0.4802788933147726
-966.5393307866157,-0.47997860585320656,-0.4802773450468432
-966.4593291865838,-0.4799769945597358,-0.4802757965351974
-966.3793275865517,-0.479975383007516,-0.4802742477797776
-966.2993259865198,-0.479973771196485,-0.48027269878052636
-966.2193243864876,-0.4799721591265803,-0.4802711495373859
-966.1393227864558,-0.47997054679773965,-0.4802696000502988
-966.0593211864236,-0.47996893420990056,-0.48026805031920733
-965.9793195863917,-0.4799673213630007,-0.4802665003440538
-965.8993179863596,-0.4799657082569775,-0.4802649501247807
-965.8193163863277,-0.47996409489176867,-0.48026339966133025
-965.7393147862958,-0.47996248126731167,-0.48026184895364477
-965.6593131862637,-0.47996086738354393,-0.4802602980016666
-965.5793115862318,-0.4799592532404031,-0.4802587468053379
-965.4993099861997,-0.47995763883782655,-0.480257195364601
-965.4193083861678,-0.4799560241757517,-0.4802556436793981
-965.3393067861357,-0.47995440925411603,-0.4802540917496715
-965.2593051861038,-0.47995279407285696,-0.48025253957536324
-965.1793035860717,-0.47995117863191183,-0.4802509871564156
-965.0993019860398,-0.47994956293121804,-0.48024943449277074
-965.0193003860077,-0.4799479469707129,-0.48024788158437076
-964.9392987859758,-0.4799463307503338,-0.4802463284311578
-964.8592971859437,-0.479944714270018,-0.48024477503307395
-964.7792955859118,-0.4799430975297028,-0.48024322139006137
-964.6992939858796,-0.47994148052932545,-0.480241667502062
-964.6192923858478,-0.4799398632688232,-0.480240113369018
-964.5392907858156,-0.4799382457481333,-0.4802385589908713
-964.4592891857837,-0.479936627967193,-0.48023700436756406
-964.3792875857516,-0.47993500992593935,-0.4802354494990381
-964.2992859857197,-0.4799333916243096,-0.48023389438523556
-964.2192843856876,-0.4799317730622409,-0.4802323390260983
-964.1392827856557,-0.47993015423967034,-0.4802307834215682
-964.0592811856236,-0.4799285351565351,-0.48022922757158737
-963.9792795855917,-0.47992691581277214,-0.4802276714760975
-963.8992779855598,-0.47992529620831864,-0.48022611513504065
-963.8192763855277,-0.4799236763431116,-0.4802245585483586
-963.7392747854958,-0.47992205621708806,-0.4802230017159932
-963.6592731854637,-0.47992043583018495,-0.4802214446378863
-963.5792715854318,-0.47991881518233936,-0.4802198873139797
-963.4992699853997,-0.47991719427348817,-0.4802183297442152
-963.4192683853678,-0.47991557310356836,-0.4802167719285345
-963.3392667853357,-0.4799139516725168,-0.4802152138668795
-963.2592651853038,-0.47991232998027056,-0.4802136555591918
-963.1792635852717,-0.47991070802676633,-0.4802120970054133
-963.0992619852398,-0.479909085811941,-0.4802105382054855
-963.0192603852076,-0.47990746333573153,-0.4802089791593501
-962.9392587851758,-0.4799058405980746,-0.4802074198669489
-962.8592571851436,-0.4799042175989071,-0.4802058603282235
-962.7792555851117,-0.4799025943381658,-0.48020430054311547
-962.6992539850796,-0.4799009708157874,-0.4802027405115664
-962.6192523850477,-0.4798993470317087,-0.480201180233518
-962.5392507850156,-0.4798977229858664,-0.48019961970891173
-962.4592491849837,-0.47989609867819716,-0.4801980589376892
-962.3792475849516,-0.4798944741086377,-0.4801964979197919
-962.2992459849197,-0.4798928492771248,-0.4801949366551614
-962.2192443848876,-0.4798912241835948,-0.48019337514373917
-962.1392427848557,-0.4798895988279846,-0.4801918133854667
-962.0592411848238,-0.47988797321023063,-0.4801902513802854
-961.9792395847917,-0.4798863473302695,-0.4801886891281368
-961.8992379847598,-0.4798847211880378,-0.48018712662896224
-961.8192363847277,-0.4798830947834721,-0.48018556388270317
-961.7392347846958,-0.4798814681165088,-0.48018400088930097
-961.6592331846637,-0.47987984118708443,-0.48018243764869706
-961.5792315846318,-0.4798782139951355,-0.48018087416083266
-961.4992299845997,-0.4798765865405985,-0.4801793104256492
-961.4192283845678,-0.47987495882340975,-0.48017774644308797
-961.3392267845356,-0.47987333084350575,-0.4801761822130903
-961.2592251845037,-0.4798717026008229,-0.4801746177355974
-961.1792235844716,-0.4798700740952975,-0.4801730530105506
-961.0992219844397,-0.47986844532686596,-0.480171488037891
-961.0192203844076,-0.47986681629546457,-0.48016992281756
-960.9392187843757,-0.47986518700102965,-0.48016835734949864
-960.8592171843436,-0.47986355744349746,-0.4801667916336482
-960.7792155843117,-0.47986192762280433,-0.48016522566994985
-960.6992139842796,-0.4798602975388865,-0.4801636594583447
-960.6192123842477,-0.47985866719168013,-0.4801620929987739
-960.5392107842156,-0.4798570365811215,-0.48016052629117845
-960.4592091841837,-0.47985540570714674,-0.4801589593354996
-960.3792075841516,-0.4798537745696921,-0.48015739213167835
-960.2992059841197,-0.47985214316869357,-0.48015582467965573
-960.2192043840878,-0.4798505115040874,-0.4801542569793728
-960.1392027840557,-0.47984887957580974,-0.4801526890307706
-960.0592011840238,-0.4798472473837965,-0.48015112083379
-959.9791995839917,-0.47984561492798383,-0.48014955238837215
-959.8991979839598,-0.4798439822083078,-0.48014798369445794
-959.8191963839276,-0.4798423492247044,-0.48014641475198827
-959.7391947838958,-0.4798407159771097,-0.4801448455609041
-959.6591931838636,-0.47983908246545953,-0.48014327612114627
-959.5791915838317,-0.47983744868968997,-0.48014170643265575
-959.4991899837996,-0.4798358146497369,-0.4801401364953734
-959.4191883837677,-0.47983418034553627,-0.48013856630924
-959.3391867837356,-0.47983254577702394,-0.4801369958741964
-959.2591851837037,-0.4798309109441358,-0.4801354251901835
-959.1791835836716,-0.47982927584680773,-0.4801338542571419
-959.0991819836397,-0.47982764048497556,-0.48013228307501254
-959.0191803836076,-0.479826004858575,-0.4801307116437361
-958.9391787835757,-0.47982436896754205,-0.48012913996325335
-958.8591771835436,-0.4798227328118123,-0.480127568033505
-958.7791755835117,-0.47982109639132153,-0.48012599585443166
-958.6991739834796,-0.47981945970600554,-0.4801244234259741
-958.6191723834477,-0.47981782275580004,-0.480122850748073
-958.5391707834156,-0.4798161855406406,-0.4801212778206689
-958.4591691833837,-0.47981454806046303,-0.48011970464370246
-958.3791675833518,-0.47981291031520285,-0.48011813121711433
-958.2991659833197,-0.4798112723047958,-0.48011655754084503
-958.2191643832878,-0.4798096340291774,-0.4801149836148352
-958.1391627832556,-0.4798079954882833,-0.4801134094390253
-958.0591611832238,-0.47980635668204896,-0.48011183501335586
-957.9791595831916,-0.47980471761041005,-0.4801102603377675
-957.8991579831597,-0.47980307827330204,-0.48010868541220053
-957.8191563831276,-0.4798014386706604,-0.4801071102365956
-957.7391547830957,-0.47979979880242063,-0.480105534810893
-957.6591531830636,-0.4797981586685182,-0.4801039591350333
-957.5791515830317,-0.4797965182688885,-0.4801023832089568
-957.4991499829996,-0.47979487760346706,-0.480100807032604
-957.4191483829677,-0.47979323667218915,-0.4800992306059152
-957.3391467829356,-0.47979159547499023,-0.48009765392883075
-957.2591451829037,-0.4797899540118056,-0.48009607700129103
-957.1791435828716,-0.47978831228257063,-0.4800944998232363
-957.0991419828397,-0.4797866702872206,-0.480092922394607
-957.0191403828076,-0.4797850280256908,-0.4800913447153432
-956.9391387827757,-0.47978338549791655,-0.48008976678538534
-956.8591371827436,-0.47978174270383306,-0.48008818860467356
-956.7791355827117,-0.47978009964337553,-0.48008661017314813
-956.6991339826795,-0.47977845631647925,-0.4800850314907492
-956.6191323826476,-0.47977681272307937,-0.4800834525574171
-956.5391307826158,-0.479775168863111,-0.48008187337309177
-956.4591291825836,-0.47977352473650936,-0.48008029393771356
-956.3791275825517,-0.4797718803432095,-0.48007871425122245
-956.2991259825196,-0.4797702356831466,-0.4800771343135587
-956.2191243824877,-0.47976859075625566,-0.48007555412466224
-956.1391227824556,-0.47976694556247185,-0.48007397368447324
-956.0591211824237,-0.4797653001017301,-0.48007239299293175
-955.9791195823916,-0.47976365437396545,-0.48007081204997776
-955.8991179823597,-0.4797620083791129,-0.48006923085555125
-955.8191163823276,-0.47976036211710754,-0.48006764940959235
-955.7391147822957,-0.4797587155878842,-0.4800660677120409
-955.6591131822636,-0.47975706879137775,-0.48006448576283695
-955.5791115822317,-0.4797554217275233,-0.4800629035619204
-955.4991099821996,-0.47975377439625555,-0.48006132110923116
-955.4191083821677,-0.4797521267975095,-0.4800597384047091
-955.3391067821356,-0.4797504789312199,-0.48005815544829417
-955.2591051821037,-0.4797488307973217,-0.4800565722399262
-955.1791035820715,-0.4797471823957496,-0.480054988779545
-955.0991019820397,-0.4797455337264384,-0.48005340506709043
-955.0191003820075,-0.47974388478932295,-0.4800518211025023
-954.9390987819756,-0.4797422355843379,-0.48005023688572035
-954.8590971819435,-0.47974058611141795,-0.4800486524166844
-954.7790955819116,-0.4797389363704979,-0.4800470676953341
-954.6990939818797,-0.47973728636151236,-0.48004548272160935
-954.6190923818476,-0.479735636084396,-0.4800438974954497
-954.5390907818157,-0.4797339855390835,-0.48004231201679487
-954.4590891817836,-0.4797323347255094,-0.4800407262855846
-954.3790875817517,-0.4797306836436083,-0.4800391403017584
-954.2990859817196,-0.47972903229331487,-0.48003755406525606
-954.2190843816877,-0.4797273806745636,-0.48003596757601713
-954.1390827816556,-0.47972572878728903,-0.48003438083398114
-954.0590811816237,-0.47972407663142563,-0.48003279383908776
-953.9790795815916,-0.4797224242069079,-0.48003120659127646
-953.8990779815597,-0.4797207715136703,-0.48002961909048686
-953.8190763815276,-0.47971911855164734,-0.4800280313366584
-953.7390747814957,-0.4797174653207734,-0.4800264433297306
-953.6590731814636,-0.4797158118209829,-0.48002485506964293
-953.5790715814317,-0.4797141580522102,-0.4800232665563349
-953.4990699813995,-0.47971250401438964,-0.48002167778974586
-953.4190683813677,-0.4797108497074556,-0.48002008876981533
-953.3390667813355,-0.47970919513134236,-0.4800184994964826
-953.2590651813036,-0.4797075402859842,-0.48001690996968716
-953.1790635812715,-0.4797058851713155,-0.48001532018936827
-953.0990619812396,-0.47970422978727045,-0.4800137301554653
-953.0190603812077,-0.4797025741337832,-0.4800121398679176
-952.9390587811756,-0.4797009182107881,-0.4800105493266645
-952.8590571811437,-0.4796992620182193,-0.48000895853164516
-952.7790555811116,-0.4796976055560109,-0.480007367482799
-952.6990539810797,-0.47969594882409705,-0.4800057761800651
-952.6190523810476,-0.4796942918224119,-0.48000418462338285
-952.5390507810157,-0.4796926345508896,-0.48000259281269136
-952.4590491809836,-0.4796909770094642,-0.48000100074792984
-952.3790475809517,-0.4796893191980698,-0.4799994084290375
-952.2990459809196,-0.47968766111664035,-0.47999781585595336
-952.2190443808877,-0.4796860027651099,-0.47999622302861666
-952.1390427808556,-0.4796843441434125,-0.4799946299469665
-952.0590411808237,-0.47968268525148205,-0.4799930366109419
-951.9790395807916,-0.47968102608925256,-0.479991443020482
-951.8990379807597,-0.4796793666566579,-0.47998984917552584
-951.8190363807275,-0.47967770695363204,-0.4799882550760124
-951.7390347806956,-0.4796760469801088,-0.47998666072188073
-951.6590331806635,-0.47967438673602214,-0.47998506611306985
-951.5790315806316,-0.4796727262213058,-0.4799834712495187
-951.4990299805995,-0.4796710654358937,-0.4799818761311662
-951.4190283805676,-0.4796694043797196,-0.47998028075795135
-951.3390267805355,-0.47966774305271725,-0.479978685129813
-951.2590251805036,-0.4796660814548205,-0.4799770892466901
-951.1790235804717,-0.47966441958596295,-0.4799754931085215
-951.0990219804396,-0.4796627574460784,-0.47997389671524604
-951.0190203804077,-0.47966109503510057,-0.4799723000668025
-950.9390187803756,-0.47965943235296304,-0.4799707031631299
-950.8590171803437,-0.4796577693995996,-0.4799691060041668
-950.7790155803116,-0.4796561061749437,-0.4799675085898521
-950.6990139802797,-0.4796544426789291,-0.4799659109201246
-950.6190123802476,-0.47965277891148933,-0.47996431299492287
-950.5390107802157,-0.4796511148725579,-0.4799627148141858
-950.4590091801836,-0.4796494505620684,-0.479961116377852
-950.3790075801517,-0.47964778597995444,-0.47995951768586015
-950.2990059801195,-0.47964612112614935,-0.4799579187381489
-950.2190043800877,-0.47964445600058675,-0.479956319534657
-950.1390027800555,-0.4796427906032,-0.4799547200753229
-950.0590011800236,-0.4796411249339225,-0.47995312036008536
-949.9789995799915,-0.47963945899268784,-0.4799515203888829
-949.8989979799596,-0.47963779277942925,-0.479949920161654
-949.8189963799275,-0.47963612629408015,-0.4799483196783373
-949.7389947798956,-0.4796344595365739,-0.4799467189388713
-949.6589931798635,-0.47963279250684376,-0.47994511794319444
-949.5789915798316,-0.47963112520482315,-0.47994351669124535
-949.4989899797995,-0.47962945763044523,-0.4799419151829623
-949.4189883797676,-0.47962778978364334,-0.4799403134182839
-949.3389867797357,-0.47962612166435065,-0.4799387113971485
-949.2589851797036,-0.4796244532725005,-0.47993710911949444
-949.1789835796717,-0.4796227846080259,-0.47993550658526024
-949.0989819796396,-0.47962111567086013,-0.47993390379438416
-949.0189803796077,-0.4796194464609364,-0.4799323007468046
-948.9389787795756,-0.4796177769781877,-0.47993069744245986
-948.8589771795437,-0.47961610722254727,-0.4799290938812883
-948.7789755795116,-0.4796144371939481,-0.47992749006322805
-948.6989739794797,-0.47961276689232324,-0.47992588598821756
-948.6189723794475,-0.47961109631760585,-0.47992428165619494
-948.5389707794156,-0.47960942546972885,-0.4799226770670985
-948.4589691793835,-0.47960775434862524,-0.47992107222086644
-948.3789675793516,-0.479606082954228,-0.4799194671174369
-948.2989659793195,-0.47960441128647013,-0.47991786175674805
-948.2189643792876,-0.4796027393452845,-0.47991625613873806
-948.1389627792555,-0.47960106713060413,-0.47991465026334507
-948.0589611792236,-0.47959939464236173,-0.4799130441305071
-947.9789595791915,-0.4795977218804903,-0.47991143774016237
