"H, A/m","B, T"
15.285285285285283,0.10721863425205685
15.345345345345343,0.10763978048725995
15.405405405405403,0.10806001366944877
15.465465465465464,0.1084793368561019
15.525525525525524,0.10889775309073957
15.585585585585584,0.10931526540300471
15.645645645645644,0.10973187680874325
15.705705705705704,0.11014759031008393
15.765765765765764,0.11056240889551752
15.825825825825824,0.11097633553997552
15.885885885885884,0.11138937320490841
15.945945945945944,0.11180152483836307
16.006006006006004,0.11221279337505996
16.066066066066064,0.1126231817364696
16.126126126126124,0.11303269283088854
16.186186186186184,0.11344132955351477
16.246246246246244,0.11384909478652275
16.306306306306304,0.11425599139913775
16.366366366366364,0.11466202224770974
16.426426426426424,0.11506719017578687
16.486486486486484,0.1154714980141881
16.546546546546544,0.11587494858107591
16.606606606606604,0.11627754468202794
16.666666666666664,0.11667928911010834
16.726726726726724,0.11708018464593879
16.786786786786784,0.1174802340577689
16.846846846846844,0.117879440101546
16.906906906906904,0.11827780552098463
16.966966966966964,0.11867533304763558
17.027027027027025,0.11907202540095425
17.087087087087085,0.11946788528836874
17.147147147147145,0.11986291540534746
17.207207207207205,0.12025711843546605
17.267267267267265,0.12065049705047422
17.327327327327325,0.12104305391036184
17.387387387387385,0.12143479166342462
17.447447447447445,0.12182571294632949
17.507507507507505,0.12221582038417943
17.567567567567565,0.12260511659057792
17.627627627627625,0.12299360416769275
17.687687687687685,0.12338128570631975
17.747747747747745,0.1237681637859458
17.807807807807805,0.12415424097481159
17.867867867867865,0.1245395198299738
17.927927927927925,0.12492400289736696
17.987987987987985,0.125307692711865
18.048048048048045,0.1256905917973422
18.108108108108105,0.12607270266673365
18.168168168168165,0.12645402782209575
18.228228228228225,0.12683456975466573
18.288288288288285,0.12721433094492135
18.348348348348345,0.1275933138626396
18.408408408408405,0.12797152096695555
18.468468468468465,0.12834895470642055
18.528528528528525,0.12872561751905992
18.588588588588586,0.12910151183243052
18.648648648648646,0.12947664006367787
18.708708708708706,0.1298510046195928
18.768768768768766,0.13022460789666782
18.828828828828826,0.13059745228115288
18.888888888888886,0.13096954014911116
18.948948948948946,0.13134087386647433
19.009009009009006,0.1317114557890973
19.069069069069066,0.1320812882628125
19.129129129129126,0.1324503736234846
19.189189189189186,0.13281871419706362
19.249249249249246,0.13318631229963884
19.309309309309306,0.13355317023749172
19.369369369369366,0.13391929030714853
19.429429429429426,0.13428467479543288
19.489489489489486,0.1346493259795179
19.549549549549546,0.13501324612697752
19.609609609609606,0.13537643749583825
19.669669669669666,0.13573890233463004
19.729729729729726,0.13610064288243712
19.789789789789786,0.13646166136894816
19.849849849849846,0.13682196001450642
19.909909909909906,0.13718154103015973
19.969969969969966,0.13754040661770947
20.030030030030034,0.13789855896976005
20.090090090090094,0.13825600026976728
20.150150150150154,0.13861273269208726
20.210210210210214,0.13896875840202425
20.270270270270274,0.13932407955587864
20.330330330330334,0.13967869830099439
20.390390390390394,0.14003261677580633
20.450450450450454,0.14038583710988703
20.510510510510514,0.1407383614239935
20.570570570570574,0.14109019183011348
20.630630630630634,0.14144133043151141
20.690690690690694,0.14179177932277431
20.750750750750754,0.1421415405898571
20.810810810810814,0.14249061631012785
20.870870870870874,0.14283900855241258
20.930930930930934,0.14318671937703992
20.990990990990994,0.14353375083588538
21.051051051051054,0.14388010497241543
21.111111111111114,0.14422578382173107
21.171171171171174,0.14457078941061152
21.231231231231234,0.14491512375755733
21.291291291291294,0.14525878887283333
21.351351351351354,0.1456017867585112
21.411411411411414,0.14594411940851199
21.471471471471475,0.14628578880864812
21.531531531531535,0.1466267969366653
21.591591591591595,0.1469671457622841
21.651651651651655,0.14730683724724136
21.711711711711715,0.14764587334533122
21.771771771771775,0.1479842560024458
21.831831831831835,0.14832198715661604
21.891891891891895,0.14865906873805176
21.951951951951955,0.14899550266918196
22.012012012012015,0.14933129086469435
22.072072072072075,0.14966643523157516
22.132132132132135,0.1500009376691484
22.192192192192195,0.15033480006911482
22.252252252252255,0.15066802431559093
22.312312312312315,0.15100061228514733
22.372372372372375,0.15133256584684748
22.432432432432435,0.15166388686228544
22.492492492492495,0.15199457718562384
22.552552552552555,0.15232463866363163
22.612612612612615,0.15265407313572157
22.672672672672675,0.15298288243398714
22.732732732732735,0.15331106838323977
22.792792792792795,0.15363863280104534
22.852852852852855,0.15396557749776102
22.912912912912915,0.1542919042765713
22.972972972972975,0.15461761493352405
23.033033033033036,0.15494271125756648
23.093093093093096,0.15526719503058067
23.153153153153156,0.1555910680274192
23.213213213213216,0.15591433201594004
23.273273273273276,0.15623698875704167
23.333333333333336,0.1565590400046979
23.393393393393396,0.15688048750599248
23.453453453453456,0.15720133300115313
23.513513513513516,0.15752157822358606
23.573573573573576,0.15784122489990973
23.633633633633636,0.15816027474998862
23.693693693693696,0.15847872948696665
23.753753753753756,0.15879659081730063
23.813813813813816,0.1591138604407934
23.873873873873876,0.15943054005062668
23.933933933933936,0.1597466313333938
23.993993993993996,0.16006213596913227
24.054054054054056,0.16037705563135604
24.114114114114116,0.16069139198708782
24.174174174174176,0.16100514669689084
24.234234234234236,0.16131832141490063
24.294294294294296,0.16163091778885674
24.354354354354356,0.16194293746013405
24.414414414414416,0.16225438206377385
24.474474474474476,0.16256525322851498
24.534534534534536,0.1628755525768246
24.594594594594597,0.16318528172492897
24.654654654654657,0.16349444228284354
24.714714714714717,0.1638030358544038
24.774774774774777,0.1641110640372948
24.834834834834837,0.16441852842308155
24.894894894894897,0.16472543059723838
24.954954954954957,0.1650317721391788
25.015015015015017,0.16533755462228472
25.075075075075077,0.16564277961393586
25.135135135135137,0.16594744867553862
25.195195195195197,0.16625156336255487
25.255255255255257,0.1665551252245311
25.315315315315317,0.16685813580512646
25.375375375375377,0.1671605966421415
25.435435435435437,0.16746250926754613
25.495495495495497,0.1677638752075079
25.555555555555557,0.16806469598241972
25.615615615615617,0.16836497310692755
25.675675675675677,0.1686647080899581
25.735735735735737,0.16896390243474613
25.795795795795797,0.16926255763886178
25.855855855855857,0.1695606751942375
25.915915915915917,0.16985825658719514
25.975975975975977,0.1701553032984726
26.036036036036037,0.17045181680325053
26.096096096096097,0.17074779857117864
26.156156156156158,0.17104325006640222
26.216216216216218,0.17133817274758814
26.276276276276278,0.17163256806795094
26.336336336336338,0.17192643747527855
26.396396396396398,0.17221978241195818
26.456456456456458,0.1725126043150017
26.516516516516518,0.17280490461607123
26.576576576576578,0.17309668474150428
26.636636636636638,0.17338794611233882
26.696696696696698,0.17367869014433845
26.756756756756758,0.1739689182480171
26.816816816816818,0.17425863182866363
26.876876876876878,0.1745478322863666
26.936936936936938,0.17483652101603864
26.996996996996998,0.17512469940744047
27.057057057057058,0.17541236884520536
27.117117117117118,0.17569953070886288
27.177177177177178,0.175986186372863
27.237237237237238,0.1762723372065996
27.2972972972973,0.1765579845744341
27.35735735735736,0.1768431298357191
27.41741741741742,0.17712777434482135
27.47747747747748,0.17741191945114543
27.53753753753754,0.17769556649915624
27.5975975975976,0.17797871682840247
27.65765765765766,0.17826137177353898
27.71771771771772,0.17854353266434986
27.77777777777778,0.17882520082577053
27.83783783783784,0.17910637757791062
27.8978978978979,0.17938706423607584
27.95795795795796,0.1796672621107906
28.01801801801802,0.1799469725078196
28.07807807807808,0.18022619672819
28.13813813813814,0.18050493606821333
28.1981981981982,0.1807831918195068
28.25825825825826,0.1810609652690153
28.31831831831832,0.1813382576990324
28.37837837837838,0.18161507038722205
28.43843843843844,0.18189140460663947
28.4984984984985,0.18216726162575253
28.55855855855856,0.18244264270846242
28.61861861861862,0.18271754911412466
28.67867867867868,0.18299198209756987
28.73873873873874,0.1832659429091243
28.7987987987988,0.18353943279463017
28.85885885885886,0.1838124529954666
28.91891891891892,0.1840850047485693
28.97897897897898,0.18435708928645092
29.03903903903904,0.18462870783722138
29.0990990990991,0.18489986162460736
29.15915915915916,0.18517055186797257
29.21921921921922,0.18544077978233708
29.27927927927928,0.18571054657839728
29.33933933933934,0.18597985346254514
29.3993993993994,0.1862487016368878
29.45945945945946,0.18651709229926677
29.51951951951952,0.186785026643277
29.57957957957958,0.1870525058582863
29.63963963963964,0.18731953112945401
29.6996996996997,0.18758610363775008
29.75975975975976,0.1878522245599736
29.81981981981982,0.18811789506877186
29.87987987987988,0.1883831163326585
29.93993993993994,0.18864788951603237
30.0,0.18891221577919548
