"H, A/m","Upper B, T","Lower B, T"
-13.843843843843842,-0.06296241728195946,-0.1306955948279302
-13.783783783783782,-0.06233620772956538,-0.13043178678639822
-13.723723723723722,-0.06170843097032387,-0.13016755049927864
-13.663663663663662,-0.061079081113520034,-0.12990288492295315
-13.603603603603602,-0.06044815223887976,-0.12963778901040984
-13.543543543543542,-0.05981563839638409,-0.12937226171122906
-13.483483483483482,-0.059181533606082144,-0.12910630197156975
-13.423423423423422,-0.05854583185790272,-0.12883990873415546
-13.363363363363362,-0.05790852711146437,-0.12857308093826042
-13.303303303303302,-0.057269613295884085,-0.12830581751969533
-13.243243243243242,-0.05662908430958456,-0.12803811741079318
-13.183183183183182,-0.05598693402009992,-0.12776997954039515
-13.123123123123122,-0.055343156263880026,-0.12750140283383649
-13.063063063063062,-0.05469774484609329,-0.1272323862129317
-13.003003003003002,-0.05405069354042795,-0.12696292859596042
-12.942942942942942,-0.053403482018452034,-0.12669302889765294
-12.882882882882882,-0.05275790689258262,-0.1264226860291756
-12.822822822822822,-0.052113966049491325,-0.12615189889811607
-12.762762762762762,-0.05147165329120751,-0.12588066640846857
-12.702702702702702,-0.050830962451061786,-0.12560898746061933
-12.642642642642642,-0.05019188739348869,-0.12533686095133162
-12.582582582582582,-0.04955442201383082,-0.1250642857737307
-12.522522522522522,-0.04891856023814444,-0.12479126081728882
-12.462462462462462,-0.04828429602300658,-0.1245177849678104
-12.402402402402402,-0.04765162335532357,-0.12424385710741663
-12.342342342342342,-0.04702053625214102,-0.12396947611453026
-12.282282282282281,-0.04639102876045521,-0.12369464086386033
-12.222222222222221,-0.045763094957025914,-0.12341935022638688
-12.162162162162161,-0.04513672894819063,-0.12314360306934531
-12.102102102102101,-0.0445119248696802,-0.122867398256211
-12.042042042042041,-0.04388867688643573,-0.1225907346466835
-11.981981981981981,-0.043266979192427044,-0.12231361109667115
-11.921921921921921,-0.042646826010472316,-0.12203602645827503
-11.861861861861861,-0.04202821159205914,-0.1217579795797732
-11.801801801801801,-0.041411130217166914,-0.12147946930560473
-11.741741741741741,-0.04079557619409055,-0.12120049447635388
-11.681681681681681,-0.04018154385926544,-0.12092105392873377
-11.621621621621621,-0.0395690275770938,-0.12064114649557033
-11.561561561561561,-0.03895802173977225,-0.12036077100578597
-11.501501501501501,-0.03834852076712065,-0.12007992628438345
-11.441441441441441,-0.03774051910641224,-0.11979861115242925
-11.381381381381381,-0.037134011232205014,-0.11951682442703711
-11.32132132132132,-0.036528991646174354,-0.11923456492135152
-11.26126126126126,-0.03592545487694685,-0.11895183144453102
-11.2012012012012,-0.03532339547993538,-0.11866862280173156
-11.14114114114114,-0.034722808037175396,-0.11838493779408941
-11.08108108108108,-0.03412368715716238,-0.11810077521870445
-11.02102102102102,-0.03352602747469054,-0.1178161338686232
-10.96096096096096,-0.032929823650692636,-0.11753101253282157
-10.9009009009009,-0.03233507037208097,-0.11724540999618775
-10.84084084084084,-0.03174176235158965,-0.11695932503950503
-10.78078078078078,-0.03114989432761778,-0.11667275643943432
-10.72072072072072,-0.03055946106407403,-0.11638570296849689
-10.66066066066066,-0.029970457350222184,-0.11609816339505662
-10.6006006006006,-0.029382878000527846,-0.11581013648330248
-10.54054054054054,-0.028796717854506278,-0.11552162099323095
-10.48048048048048,-0.028211971776571327,-0.11523261568062808
-10.42042042042042,-0.027628634655885425,-0.11494311929705163
-10.36036036036036,-0.027046701406210693,-0.11465313058981301
-10.3003003003003,-0.026466166965761127,-0.11436264830195945
-10.24024024024024,-0.025887026297055814,-0.11407167117225574
-10.18018018018018,-0.025309274386773245,-0.11378019793516571
-10.12012012012012,-0.024732906245606638,-0.11348822732083423
-10.06006006006006,-0.02415791690812032,-0.1131957580550687
-10.0,-0.023584301432607164,-0.11290278885932044
-9.93993993993994,-0.023012054900946963,-0.11260931845066598
-9.87987987987988,-0.02244117241846591,-0.11231534554178847
-9.81981981981982,-0.02187164911379704,-0.11202086884095887
-9.75975975975976,-0.021303480138741664,-0.11172588705201698
-9.6996996996997,-0.020736660668131783,-0.11143039887435237
-9.63963963963964,-0.020171185899693522,-0.11113440300288528
-9.57957957957958,-0.019607051053911494,-0.11083789812804755
-9.51951951951952,-0.019044251373894136,-0.11054088293576318
-9.45945945945946,-0.018482782125240016,-0.11024335610742884
-9.3993993993994,-0.01792263859590506,-0.10994531631989447
-9.33933933933934,-0.01736381609607076,-0.10964676224544377
-9.27927927927928,-0.016806309958013264,-0.10934769255177425
-9.21921921921922,-0.01625011553597342,-0.1090481059019776
-9.15915915915916,-0.015695228206027735,-0.10874800095451954
-9.0990990990991,-0.015141643365960238,-0.10844737636322015
-9.03903903903904,-0.014589356435135238,-0.10814623077723347
-8.97897897897898,-0.014038362854370975,-0.10784456284102727
-8.91891891891892,-0.013488658085814183,-0.10754237119436279
-8.85885885885886,-0.012940237612815528,-0.10723965447227436
-8.7987987987988,-0.012393096939805823,-0.10693641130504876
-8.73873873873874,-0.011847231592173296,-0.10663264031820453
-8.67867867867868,-0.011302637116141552,-0.10632834013247118
-8.618618618618619,-0.010759309078648423,-0.10602350936376852
-8.558558558558559,-0.010217243067225726,-0.1057181466231855
-8.498498498498499,-0.009676434689879804,-0.10541225051695911
-8.438438438438439,-0.009136879574972903,-0.10510581964645323
-8.378378378378379,-0.00859857337110534,-0.10479885260813727
-8.318318318318319,-0.008061511746998595,-0.10449134799356492
-8.258258258258259,-0.007525690391379111,-0.10418330438935226
-8.198198198198199,-0.006991105012862896,-0.10387472037715638
-8.138138138138139,-0.006457751339841007,-0.10356559453365362
-8.078078078078079,-0.005925625120365777,-0.10325592543051752
-8.018018018018019,-0.0053947221220377595,-0.10294571163439696
-7.957957957957959,-0.004865038131893595,-0.10263495170689386
-7.897897897897899,-0.0043365689562945495,-0.10232364420454122
-7.837837837837839,-0.0038093104208157813,-0.10201178767878065
-7.777777777777779,-0.003283258370136509,-0.10169938067593971
-7.7177177177177185,-0.0027584086679308187,-0.10138642173720964
-7.6576576576576585,-0.002234757196759217,-0.1010729093986225
-7.5975975975975985,-0.0017122998579610152,-0.1007588421910283
-7.537537537537538,-0.0011910325715473735,-0.10044421864007212
-7.477477477477478,-0.0006709512760950595,-0.10012903726617096
-7.417417417417418,-0.00015205192864102546,-0.09981329658449072
-7.357357357357358,0.0003656694954223827,-0.09949699510492276
-7.297297297297298,0.0008822170024515019,-0.09918013133206034
-7.237237237237238,0.0013975945806546514,-0.09886270376517532
-7.177177177177178,0.0019118062001947933,-0.09854471089819423
-7.117117117117118,0.0024248558132914794,-0.09822615121967464
-7.057057057057058,0.0029367473543221237,-0.09790702321278107
-6.996996996996998,0.0034474847399225475,-0.09758732535526092
-6.936936936936938,0.0039570718690868575,-0.09726705611942045
-6.876876876876878,0.004465512623266735,-0.09694621397210022
-6.816816816816818,0.004972810866469897,-0.0966247973746507
-6.756756756756758,0.005478970445358028,-0.09630280478290769
-6.696696696696698,0.0059839951893440255,-0.09598023464716766
-6.636636636636638,0.006487888910688522,-0.09565708541216279
-6.576576576576578,0.0069906554045958275,-0.09533335551703599
-6.516516516516518,0.007492298449309251,-0.09500904339531573
-6.456456456456458,0.007992821806205697,-0.09468414747489091
-6.396396396396398,0.00849222921988968,-0.09435866617798537
-6.336336336336338,0.008990524418286752,-0.09403259792113229
-6.276276276276278,0.009487711112736205,-0.09370594111514859
-6.216216216216218,0.009983792998083246,-0.09337869416510912
-6.1561561561561575,0.010478773752770551,-0.09305085547032076
-6.0960960960960975,0.010972657038929093,-0.09272242342429608
-6.0360360360360374,0.011465446502468557,-0.09239339641472734
-5.975975975975977,0.011957145773167005,-0.09206377282346
-5.915915915915917,0.012447758464760011,-0.09173355102646631
-5.855855855855857,0.012937288175029163,-0.09140272939381845
-5.795795795795797,0.013425738485890043,-0.0910713062896618
-5.735735735735737,0.01391311296347962,-0.09073928007218805
-5.675675675675677,0.014399415158242931,-0.090406649093608
-5.615615615615617,0.01488464860501941,-0.09007341170012433
-5.555555555555557,0.015368816823128476,-0.08973956623190417
-5.495495495495497,0.01585192331645463,-0.08940511102305156
-5.435435435435437,0.01633397157353196,-0.08907004440157983
-5.375375375375377,0.016814965067628154,-0.08873436468938349
-5.315315315315317,0.017294907256827877,-0.08839807020221051
-5.255255255255257,0.017773801584115678,-0.08806115924963391
-5.195195195195197,0.018251651477458317,-0.0877236301350237
-5.135135135135137,0.018728460349886483,-0.08738548115551804
-5.075075075075077,0.019204231599576196,-0.08704671060199491
-5.015015015015017,0.01967896860992939,-0.08670731675904324
-4.954954954954953,0.020152674749654237,-0.08636729790493387
-4.894894894894893,0.020625353372844685,-0.08602665231159053
-4.834834834834833,0.021097007819059835,-0.08568537824456045
-4.774774774774773,0.021567641413402325,-0.08534347396298507
-4.714714714714713,0.022037257466596738,-0.08500093771957033
-4.654654654654653,0.022505859275066972,-0.08465776776055702
-4.594594594594593,0.022973450121013622,-0.08431396232569065
-4.534534534534533,0.02344003327249039,-0.08396951964819153
-4.474474474474473,0.023905611983480415,-0.0836244379547245
-4.414414414414413,0.02437018949397174,-0.08327871546536837
-4.354354354354353,0.024833769030032635,-0.08293235039358542
-4.294294294294293,0.02529635380388609,-0.08258534094619062
-4.234234234234233,0.025757947013984206,-0.08223768532332064
-4.174174174174173,0.026218551845081775,-0.08188938171840278
-4.114114114114113,0.0266781714683096,-0.08154042831812362
-4.054054054054053,0.027136809041247142,-0.08119082330239764
-3.9939939939939926,0.02759446770799505,-0.08084056484433545
-3.9339339339339325,0.028051150599246774,-0.08048965111021213
-3.8738738738738725,0.02850686083236012,-0.08013808025943504
-3.8138138138138125,0.02896160151142807,-0.07978585044451182
-3.7537537537537524,0.029415375727349383,-0.0794329598110179
-3.6936936936936924,0.029868186557898482,-0.07907940649756405
-3.6336336336336323,0.03032003706779514,-0.07872518863576351
-3.5735735735735723,0.030770930308773578,-0.0783703043501993
-3.5135135135135123,0.03122086931965122,-0.07801475175839086
-3.4534534534534522,0.03166985712639683,-0.0776585289707611
-3.393393393393392,0.0321178967421986,-0.07730163409060244
-3.333333333333332,0.032564991167531226,-0.07694406521404366
-3.273273273273272,0.03301114339022318,-0.0765858204300157
-3.213213213213212,0.03345635638552308,-0.07622689782021787
-3.153153153153152,0.03390063311616594,-0.07586729545908326
-3.093093093093092,0.03434397653243876,-0.0755070114137447
-3.033033033033032,0.03478638957224603,-0.07514604374399984
-2.972972972972972,0.03522787516117443,-0.07478439050227652
-2.912912912912912,0.03566843621255743,-0.07442204973359749
-2.852852852852852,0.03610807562753929,-0.07405901947554554
-2.792792792792792,0.036546796295138906,-0.07369529775822774
-2.7327327327327318,0.036984601092312844,-0.07333088260424002
-2.6726726726726717,0.03742149288401847,-0.07296577202863118
-2.6126126126126117,0.03785747452327626,-0.07259996403886702
-2.5525525525525516,0.03829254885123207,-0.0722334566347939
-2.4924924924924916,0.03872671869721865,-0.07186624780860255
-2.4324324324324316,0.03915998687881719,-0.07149833554479108
-2.3723723723723715,0.03959235620191809,-0.07112971782012835
-2.3123123123123115,0.040023829460781646,-0.07076039260361677
-2.2522522522522515,0.04045440943809821,-0.07039035785645512
-2.1921921921921914,0.04088409890504803,-0.07001961153200079
-2.1321321321321314,0.041312900621360615,-0.06964815157573237
-2.0720720720720713,0.04174081733537395,-0.06927597592521138
-2.0120120120120113,0.04216785178409309,-0.06890308251004437
-1.9519519519519513,0.042594006693248615,-0.06852946925184432
-1.8918918918918912,0.04301928477735455,-0.0681551340641922
-1.8318318318318312,0.04344368873976606,-0.06778007485259793
-1.7717717717717711,0.043867221272736664,-0.06740428951446159
-1.711711711711711,0.044289885057475234,-0.06702777593903378
-1.651651651651651,0.04471168276420251,-0.06665053200737646
-1.591591591591591,0.04513261705220739,-0.06627255559232292
-1.531531531531531,0.045552690569902785,-0.06589384455843801
-1.471471471471471,0.04597190595488117,-0.06551439676197769
-1.411411411411411,0.046390265833969754,-0.06513421005084886
-1.3513513513513509,0.04680777282328545,-0.0647532822645684
-1.2912912912912908,0.04722442952828923,-0.06437161123422248
-1.2312312312312308,0.04764023854384053,-0.06398919478242518
-1.1711711711711708,0.048055202454250934,-0.06360603072327732
-1.1111111111111107,0.04846932383333788,-0.06322211686232455
